movie_code,movie_name,distributor,screen_national,sales_national,audience_national,production_year,release_date,director,actor,production_company,genre,length,age_restriction,sales_01,audience_01,screen_01,sales_02,audience_02,screen_02,sales_03,audience_03,screen_03,sales_04,audience_04,screen_04,sales_05,audience_05,screen_05,sales_06,audience_06,screen_06,sales_07,audience_07,screen_07,sales_08,audience_08,screen_08,sales_09,audience_09,screen_09,sales_10,audience_10,screen_10,rate_cgv,comment_cgv,rate_naver,comment_naver,synopsis
1000057,아가씨,(주)씨제이이엔엠,"1,171","35,114,332,791","4,277,071",2016,20160601,박찬욱,김민희 | 김태리 | 하정우 | 조진웅 | 김해숙 | 추병현,"㈜모호필름,㈜용필름,유한회사 아가씨에프에스INc.","스릴러,드라마",145,19세관람가(청소년관람불가),"2,200,581,820","290,024","4,701","1,969,080,600","259,971","4,824","2,650,815,763","312,873","5,104","4,147,100,927","481,442","5,457","4,082,687,400","470,236","5,398","3,397,423,800","395,072","5,141","1,109,379,400","146,895","4,874","1,033,983,900","136,550","4,833","806,209,300","106,905","2,721","1,126,346,723","132,708","2,856",81.0%,"81,729",7.69,"9,377","어릴 적 부모를 잃고 후견인 이모부(조진웅)의 엄격한 보호 아래 살아가는 귀족 아가씨(김민희). 그녀에게 백작이 추천한 새로운 하녀가 찾아온다. 매일 이모부의 서재에서 책을 읽는 것이 일상의 전부인 외로운 아가씨는  순박해 보이는 하녀에게 조금씩 의지하기 시작한다.   하지만 하녀의 정체는 유명한 여도둑의 딸로, 장물아비 손에서 자란 소매치기 고아 소녀 숙희(김태리). 막대한 재산을 상속받게 될 아가씨를 유혹하여 돈을 가로채겠다는 사기꾼 백작(하정우)의 제안을 받고 아가씨가 백작을 사랑하게 만들기 위해 하녀가 된 것. 드디어 백작이 등장하고, 백작과 숙희는 자신만의 방식으로 아가씨의 마음을 흔들기 시작하는데…   돈과 마음을 뺏기 위해 서로 속고 속이는 매혹적인 그들의 이야기가 시작된다!"
1000058,모가디슈,롯데컬처웍스(주)롯데엔터테인먼트,"1,688","34,558,297,730","3,613,984",2021,20210728,류승완,김윤석 | 조인성 | 허준호 | 김소진 | 정만식,"덱스터스튜디오,㈜외유내강",드라마,121,15세관람가,"893,105,310","126,670","6,909","852,977,100","89,824","6,687","1,097,474,650","108,873","6,797","2,150,823,370","210,973","7,247","2,434,875,350","241,879","7,209","1,189,341,250","125,796","6,749","1,143,717,430","121,225","6,811","975,393,400","104,104","6,443","870,866,710","92,346","6,313","914,985,380","91,311","6,438",97.0%,"40,919",8.62,"2,054","내전으로 고립된 낯선 도시, 모가디슈 지금부터 우리의 목표는 오로지 생존이다!대한민국이 UN가입을 위해 동분서주하던 시기 1991년 소말리아의 수도 모가디슈에서는 일촉즉발의 내전이 일어난다.통신마저 끊긴 그 곳에 고립된 대한민국 대사관의 직원과 가족들은 총알과 포탄이 빗발치는 가운데, 살아남기 위해 하루하루를 버텨낸다.그러던 어느 날 밤, 북한 대사관의 일행들이 도움을 요청하며 문을 두드리는데…목표는 하나, 모가디슈에서 탈출해야 한다!"
1000059,반도,(주)넥스트엔터테인먼트월드(NEW),"2,575","33,071,341,280","3,812,080",2020,20200715,연상호,강동원 | 이정현 | 권해효 | 김민재 | 김도윤 | 실장,㈜영화사레드피터,"공포,스릴러,드라마,액션",116,15세관람가,"2,931,807,740","353,000","11,822","1,870,312,540","223,737","11,846","2,412,751,960","265,811","12,598","4,663,226,260","516,522","13,763","3,987,573,100","443,136","13,353","1,183,688,780","141,472","10,778","981,339,900","117,576","10,556","927,753,160","111,223","9,037","777,882,220","93,497","8,830","1,136,041,600","125,091","9,379",79.0%,"57,739",7.17,"1,679","전대미문의 재난 그 후 4년폐허의 땅으로 다시 들어간다!4년 전, 나라 전체를 휩쓸어버린 전대미문의 재난에서 가까스로 탈출했던 ‘정석’(강동원).바깥세상으로부터 철저히 고립된 반도에 다시 들어가야 하는 피할 수 없는 제안을 받는다. 제한 시간 내에 지정된 트럭을 확보해 반도를 빠져 나와야 하는 미션을 수행하던 중 인간성을 상실한 631부대와 4년 전보다 더욱 거세진 대규모 좀비 무리가 정석 일행을 습격한다.절체절명의 순간, 폐허가 된 땅에서 살아남은 ‘민정’(이정현) 가족의 도움으로 위기를 가까스로 모면하고 이들과 함께 반도를 탈출할 수 있는 마지막 기회를 잡기로 한다.되돌아온 자, 살아남은 자 그리고 미쳐버린 자필사의 사투가 시작된다!"
1000060,올빼미,(주)넥스트엔터테인먼트월드(NEW),"1,541","32,860,420,124","3,329,547",2022,20221123,안태진,류준열 | 유해진 | 최무성 | 조성하 | 박명훈 | 이옥희,"씨제스 엔터테인먼트,㈜영화사 담담","스릴러,시대극/사극",118,15세관람가,"960,455,022","101,581","5,974","633,449,261","66,802","5,516","1,236,686,621","123,176","6,281","2,681,554,436","260,517","6,978","2,581,825,924","252,630","6,858","699,243,880","75,324","5,758","907,969,712","96,636","6,400","1,073,271,998","137,667","4,673","784,952,401","83,226","4,672","941,706,790","95,842","4,969",98.0%,"32,013",8.70,"2,818","그날 밤, 세자가 죽었다.맹인이지만 뛰어난 침술 실력을 지닌 ‘경수’는 어의 ‘이형익’에게 그 재주를 인정받아 궁으로 들어간다.그 무렵, 청에 인질로 끌려갔던 ‘소현세자’가 8년 만에 귀국하고, ‘인조’는 아들을 향한 반가움도 잠시 정체 모를 불안감에 휩싸인다.그러던 어느 밤, 어둠 속에서는 희미하게 볼 수 있는 ‘경수’가 ‘소현세자’의 죽음을 목격하게 되고 진실을 알리려는 찰나 더 큰 비밀과 음모가 드러나며 목숨마저 위태로운 상황에 빠진다.아들의 죽음 후 ‘인조’의 불안감은 광기로 변하여 폭주하기 시작하고 세자의 죽음을 목격한 ‘경수’로 인해 관련된 인물들의 민낯이 서서히 드러나게 되는데…"
1000061,영웅,(주)씨제이이엔엠,"1,314","32,293,415,750","3,273,771",2022,20221221,윤제균,정성화 | 김고은 | 나문희 | 조재윤 | 배정남 | 이옥희,㈜제이케이필름,"전기,드라마,뮤지컬,인물",120,12세관람가,"987,677,013","105,398","5,105","773,536,691","83,910","4,830","1,002,511,712","103,065","4,779","2,538,576,441","245,316","4,341","2,643,962,300","255,868","4,104","766,390,359","82,183","4,226","745,556,128","80,566","4,222","816,124,339","101,618","3,346","796,821,052","84,832","3,342","1,274,915,792","128,410","3,527",93.0%,287,8.37,"2,032","어머니 ‘조마리아’(나문희)와 가족들을 남겨둔 채 고향을 떠나온 대한제국 의병대장 ‘안중근’(정성화).동지들과 함께 네 번째 손가락을 자르는 단지동맹으로 조국 독립의 결의를 다진 안중근은 조선 침략의 원흉인 ‘이토 히로부미’를 3년 내에 처단하지 못하면 자결하기로 피로 맹세한다.그 약속을 지키기 위해 블라디보스토크를 찾은 안중근.오랜 동지 ‘우덕순’(조재윤), 명사수 ‘조도선’(배정남), 독립군 막내 ‘유동하’(이현우), 독립군을 보살피는 동지 ‘마진주’(박진주)와 함께 거사를 준비한다.한편 자신의 정체를 감춘 채 이토 히로부미에게 접근해 적진 한복판에서 목숨을 걸고 정보를 수집하던 독립군의 정보원 ‘설희’(김고은)는 이토 히로부미가 곧 러시아와의 회담을 위해 하얼빈을 찾는다는 일급 기밀을 다급히 전한다.드디어 1909년 10월 26일,이날만을 기다리던 안중근은 하얼빈역에 도착한 이토 히로부미를 향해 주저 없이 방아쇠를 당긴다.현장에서 체포된 그는 전쟁 포로가 아닌 살인의 죄목으로, 조선이 아닌 일본 법정에 서게 되는데…누가 죄인인가, 누가 영웅인가!"
1000062,타짜-신의 손,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",890,"32,267,244,827","4,001,813",2014,20140903,강형철,최승현 | 신세경 | 곽도원 | 이하늬 | 유해진 | 이옥희,"유한회사 타짜2문화산업전문회사,싸이더스픽쳐스,안나푸르나필름",드라마,147,19세관람가(청소년관람불가),"1,533,302,500","201,749","3,208","1,041,255,700","137,708","3,339","1,534,961,696","186,192","3,572","2,830,420,981","338,753","3,847","2,660,344,100","312,611","3,727","3,488,924,700","407,853","3,607","3,970,800,300","475,507","3,562","2,931,689,800","355,169","3,388","999,494,600","134,480","2,989","1,028,278,521","127,705","3,084",79.0%,"49,190",7.77,"4,785","화투판에는 영원한 친구도, 영원한 원수도 없다!  어린 시절부터 삼촌 '고니'를 닮아 도박에 타고난 소질을 보이던 '대길'은 고향을 떠나 서울 강남의 하우스에서 심부름꾼으로 일하며 호시탐탐 판에 끼어들 기회를 노린다. 충청도에서 원정 온 호구들을 상대로 화려하게 데뷔한 '대길'은 하우스의 판돈을 몽땅 끌어 모으며 타짜로서 나날이 승승장구하던 도중, 가장 친했던 고향 친구의 배신으로 모든 것을 잃게 된다. 강남 하우스를 떠나 전국을 떠돌던 '대길'은 '고니'의 옛 파트너 '고광렬'을 만나게 되고, 다시금 재기를 노리는데...목숨 줄이 오가는 타짜들의 한판 승부가 시작된다!"
1000063,꾼,(주)쇼박스,"1,314","31,313,568,795","4,018,341",2017,20171122,장창원,현빈 | 유지태 | 배성우 | 박성웅 | 나나 | 이옥희,(주)영화사두둥,범죄,117,15세관람가,"1,564,888,600","213,172",,"1,641,943,500","224,945",,"2,115,161,898","263,452",,"3,913,018,050","474,990",,"3,916,372,500","473,846",,"1,174,266,500","159,897",,"1,085,874,200","149,371",,"1,175,320,600","201,523",,"898,433,200","124,399",,"1,152,412,273","141,883",,93.0%,"74,173",8.32,"4,293","‘희대의 사기꾼’을 잡기 위해 사기‘꾼’들이 뭉쳤다!“판 다시 짜야죠, 팀플레이로!” 대한민국을 발칵 뒤집어 놓은 ‘희대의 사기꾼’ 장두칠이 돌연 사망했다는 뉴스가 발표된다.그러나 그가 아직 살아있다는 소문과 함께 그를 비호했던 권력자들이 의도적으로 풀어준 거라는 추측이 나돌기 시작한다 사기꾼만 골라 속이는 사기꾼 지성(현빈)은 장두칠이 아직 살아있다며사건 담당 검사 박희수(유지태)에게 그를 확실하게 잡자는 제안을 한다.박검사의 비공식 수사 루트인 사기꾼 3인방 고석동(배성우), 춘자(나나), 김 과장(안세하)까지 합류시켜 잠적한 장두칠의 심복 곽승건(박성웅)에게 접근하기 위한 새로운 판을 짜기 시작한다. 하지만 박검사는 장두칠 검거가 아닌 또 다른 목적을 위해 은밀히 작전을 세우고,이를 눈치 챈 지성과 다른 꾼들도 서로 속지 않기 위해 각자만의 계획을 세우기 시작하는데…이 판에선 누구도 믿지 마라!진짜 ‘꾼’들의 예측불가 팀플레이가 시작된다!"
1000064,소방관,(주)바이포엠스튜디오,"1,414","31,098,404,290","3,310,323",2024,20241204,곽경택,주원 | 곽도원 | 유재명 | 이유영 | 김민재 | 장덕진,"㈜에스크로드 픽쳐스,㈜아센디오,㈜로니스",드라마,106,12세이상관람가,"729,875,080","81,673","3,335","739,641,400","82,308","3,435","1,054,220,690","112,028","3,916","2,069,516,250","218,560","4,251","2,266,864,170","238,689","4,357","820,294,440","89,397","4,193","784,155,120","86,228","4,390","880,247,950","96,379","4,790","839,905,690","91,615","4,973","1,318,897,720","138,829","5,646",93.0%,"17,707",7.86,"1,346","살리기 위해, 살아남기 위해 하루하루가 마지막 현장인 소방관 팀은 열악한 환경 속에서도 화재 진압과 전원 구조라는 단 하나의 목표로 의기투합한다.어느 날, 다급하게 119 신고 전화로 홍제동에 화재가 발생했다는 긴급 상황이 접수되자 팀원들은 위기를 직감하는데…누군가의 가족, 친구, 사랑하는 사람우리가 기억해야 할 그 이름 소방관 2001년 가장 빛났던 그들의 이야기를 기억하겠습니다."
1000065,남한산성,(주)씨제이이엔엠,"1,229","31,067,321,992","3,829,891",2017,20171003,황동혁,이병헌 | 김윤석 | 박해일 | 고수 | 송영창 | 지용현,싸이런 픽쳐스,"시대극/사극,드라마",140,15세관람가,"3,669,119,900","444,585","5,284","4,655,991,000","552,722","5,390","4,940,801,300","599,797","5,528","4,731,723,954","582,294","5,466","3,471,456,338","424,767","5,439","3,004,716,900","365,976","5,212","2,050,060,400","256,815","4,835","400,933,000","56,673","4,332","407,708,900","57,962","4,235","293,178,900","41,895","2,370",90.0%,"62,456",8.17,"4,771","1636년 인조 14년 병자호란.청의 대군이 공격해오자 임금과 조정은 적을 피해 남한산성으로 숨어든다.추위와 굶주림, 절대적인 군사적 열세 속 청군에 완전히 포위된 상황, 대신들의 의견 또한 첨예하게 맞선다.순간의 치욕을 견디고 나라와 백성을 지켜야 한다는 이조판서 ‘최명길’(이병헌)과청의 치욕스런 공격에 끝까지 맞서 싸워 대의를 지켜야 한다는 예조판서 ‘김상헌’(김윤석).그 사이에서 ‘인조’(박해일)의 번민은 깊어지고, 청의 무리한 요구와 압박은 더욱 거세지는데...나아갈 곳도 물러설 곳도 없는 고립무원의 남한산성나라의 운명이 그곳에 갇혔다!"
1000066,국가부도의 날,(주)씨제이이엔엠,"1,180","30,891,765,837","3,754,983",2018,20181128,최국희,김혜수 | 유아인 | 허준호 | 조우진 | 뱅상 | 추병현,㈜영화사 집,드라마,114,12세관람가,"1,800,650,600","301,330","5,726","1,411,054,550","181,581","5,709","2,049,727,220","242,516","5,964","3,781,021,791","427,163","6,302","3,542,110,050","400,083","6,166","1,209,795,250","155,844","5,837","1,112,397,950","144,472","5,824","881,901,150","111,993","4,461","852,869,550","108,907","4,044","1,107,575,296","129,288","4,209",95.0%,"60,695",8.71,"2,894","“모든 투자자들은 한국을 떠나라. 지금 당장”1997년, 대한민국 최고의 경제 호황을 믿어 의심치 않았던 그때,곧 엄청난 경제 위기가 닥칠 것을 예견한 한국은행 통화정책팀장 ‘한시현’(김혜수)은 이 사실을 보고하고, 정부는 뒤늦게 국가부도 사태를 막기 위한 비공개 대책팀을 꾸린다.한편, 곳곳에서 감지되는 위기의 시그널을 포착하고 과감히 사표를 던진 금융맨 ‘윤정학’(유아인)은 국가부도의 위기에 투자하는 역베팅을 결심, 투자자들을 모으기 시작한다. 이런 상황을 알 리 없는 작은 공장의 사장이자 평범한 가장 ‘갑수’(허준호)는 대형 백화점과의 어음 거래 계약서에 도장을 찍고 소박한 행복을 꿈꾼다. 국가부도까지 남은 시간 단 일주일. 대책팀 내부에서 위기대응 방식을 두고 시현과 ‘재정국 차관’(조우진)이 강하게 대립하는 가운데, 시현의 반대에도 불구하고 ‘IMF 총재’(뱅상 카셀)가 협상을 위해 비밀리에 입국하는데…위기를 막으려는 사람과 위기에 베팅하는 사람, 그리고 회사와 가족을 지키려는 평범한 사람,1997년, 서로 다른 선택을 했던 사람들의 이야기가 시작된다!"
1000067,82년생 김지영,롯데컬처웍스(주)롯데엔터테인먼트,"1,486","30,305,744,310","3,679,019",2019,20191023,김도영,정유미 | 공유 | 김미경 | 공민정 | 박성연 | 추병현,㈜봄바람영화사,드라마,119,12세관람가,"1,105,980,170","138,761","6,970","1,133,875,510","142,021","7,069","1,676,931,610","190,947","7,401","2,966,479,060","330,915","7,844","2,730,337,870","307,449","7,612","1,139,314,220","142,477","7,164","1,169,783,010","148,512","7,159","1,467,645,730","247,398","5,076","1,133,412,770","158,312","5,448","1,459,400,130","169,103","5,781",96.0%,"67,469",9.12,"2,142","1982년 봄에 태어나 누군가의 딸이자 아내, 동료이자 엄마로 2019년 오늘을 살아가는 ‘지영’(정유미).때론 어딘가 갇힌 듯 답답하기도 하지만 남편 ‘대현’(공유)과 사랑스러운 딸, 그리고 자주 만나지 못해도 항상 든든한 가족들이 ‘지영’에겐 큰 힘이다.하지만 언젠가부터 마치 다른 사람이 된 것처럼 말하는 ‘지영’.‘대현’은 아내가 상처 입을까 두려워 그 사실을 털어놓지 못하고 ‘지영’은 이런 ‘대현’에게 언제나 “괜찮다”라며 웃어 보이기만 하는데… 모두가 알지만 아무도 몰랐던 당신과 나의 이야기  82년생 김지영"
1000068,역린,롯데쇼핑㈜롯데엔터테인먼트,"1,054","29,893,297,890","3,849,433",2014,20140430,이재규,현빈 | 정재영 | 조정석 | 조재현 | 한지민,"굿초이스컷픽쳐스(주),파파스필름","드라마,시대극/사극",135,15세관람가,"1,933,393,300","287,855","4,654","2,686,447,900","359,186","4,828","2,032,404,362","256,994","4,982","3,097,021,662","381,300","5,125","3,303,531,300","405,385","4,887","3,576,944,000","444,058","4,590","2,562,974,000","320,364","4,386","606,761,600","81,974","4,240","655,782,400","90,096","3,969","907,787,243","116,036","4,072",78.0%,"45,048",7.43,"3,903","逆賊之子 不爲君王역적의 아들은 왕이 될 수 없다 역적으로 몰려 뒤주에 갇혀 죽은 사도세자의 아들로 왕위에 올라숨막히는 암살의 위험 속에 살아야 했던 왕 '정조'그런 정조 곁을 그림자처럼 지키는 상책과 금위영 대장 홍국영정조를 위협하는 노론의 수장 정순왕후와 아들을 지키려는 혜경궁 홍씨말 못할 비밀을 품고 궁에 들어온 세답방 나인 월혜자신을 살수로 길러낸 광백의 잔인한 제안에 왕을 암살하려는 살수今日殺主오늘 왕을 죽여라!왕의 암살을 둘러싼 살아야 하는 자, 죽여야 하는 자, 살려야 하는 자들의 숨막히는 24시간역사 속에 감춰졌던 그날의 이야기가 마침내 드러난다!"
1000069,악인전,"(주)에이스메이커무비웍스,(주)키위미디어그룹","1,307","29,128,292,150","3,364,079",2019,20190515,이원태,마동석 | 김무열 | 김성규 | 유승목 | 최민철 | 장덕진,㈜비에이엔터테인먼트,"범죄,액션",110,19세관람가(청소년관람불가),"1,444,258,970","175,397","5,187","1,407,617,270","170,543","5,379","1,963,705,260","217,575","5,891","4,125,064,120","454,993","6,571","4,011,485,560","440,790","6,503","1,371,323,690","165,587","6,250","1,148,167,950","138,829","6,234","1,073,215,440","130,018","6,040","948,626,570","114,460","4,690","1,395,605,600","153,861","5,030",95.0%,"55,965",8.53,"2,106","우연히 연쇄살인마의 표적이 되었다 살아난 조직 보스 장동수와 범인잡기에 혈안이 된 강력반 미친개 정태석. 타협할 수 없는 두 사람이 연쇄살인마 K를 잡기 위해 손잡는다. 표적은 하나, 룰도 하나!먼저 잡는 놈이 갖는다!"
1000070,돈,(주)쇼박스,"1,431","28,869,614,062","3,389,035",2018,20190320,박누리,류준열 | 유지태 | 조우진 | 김재영 | 김민재 | 이상윤,"㈜사나이픽처스,㈜영화사 월광",범죄,115,15세관람가,"1,369,138,680","165,833",,"1,407,813,290","170,825",,"1,941,016,383","214,510",,"4,347,824,286","480,709",,"3,753,473,160","416,173",,"1,042,451,680","126,999",,"890,831,280","110,062",,"1,205,032,190","204,620",,"722,941,410","89,657",,"1,039,836,023","117,576",,97.0%,30,8.38,"3,885","“부자가 되고 싶었다”오직 부자가 되고 싶은 꿈을 품고 여의도 증권가에 입성한 신입 주식 브로커 조일현(류준열). 빽도 줄도 없는 지방대 출신, 수수료 O원의 그는 곧 해고 직전의 처지로 몰린다. 위기의 순간, 베일에 싸인 신화적인 작전 설계자 번호표(유지태)를 만나게 되고, 막대한 이익을 챙길 수 있는 거래 참여를 제안 받는다. 위험한 제안을 받아들인 후 순식간에 큰 돈을 벌게 되는 일현. 승승장구하는 일현 앞에 번호표의 뒤를 쫓던 금융감독원의 사냥개 한지철(조우진)이 나타나 그를 조여 오기 시작하는데…"
1000071,신의 한 수,(주)쇼박스,794,"28,777,712,256","3,562,123",2014,20140703,조범구,정우성 | 이범수 | 안성기 | 김인권 | 이시영 | 이미지,"메이스 엔터테인먼트㈜,쇼박스㈜미디어플렉스,㈜아지트필름","액션,범죄",117,19세관람가(청소년관람불가),"1,390,445,200","181,459","3,506","1,659,580,484","201,477","3,733","3,091,253,599","369,886","4,079","2,986,300,500","356,481","4,006","1,209,843,800","157,809","3,873","1,162,755,300","152,240","3,887","1,058,025,400","138,051","3,774","838,665,700","109,707","3,206","1,079,990,936","130,509","3,303","2,127,586,726","252,252","3,450",91.0%,"38,460",8.41,"3,723","범죄로 변해버린 신들의 놀음판, 목숨을 건 한 수가 시작된다!프로 바둑기사 태석(정우성)은 내기바둑판에서 살수(이범수)팀의 음모에 의해 형을 잃는다. 심지어 살인 누명을 쓰고 교도소에서 복역하기에 이르고, 몇 년 후 살수와의 대결을 위해 전국의 내로라하는 선수들을 모은다.각자의 복수와 마지막 한판 승부를 위해 모인 태석(정우성), 주님(안성기), 꽁수(김인권), 허목수(안길강)는 승부수를 띄울 판을 짠다. 단 한번이라도 지면 절대 살려두지 않는 악명 높은 살수(이범수)팀을 향한 계획된 승부가 차례로 시작되고……범죄로 인해 곪아버린 내기바둑판에서 꾼들의 명승부가 펼쳐진다!"
1000072,시동,(주)넥스트엔터테인먼트월드(NEW),"1,515","28,098,934,360","3,317,038",2019,20191218,최정열,마동석 | 박정민 | 정해인 | 염정아 | 고두심 | 중식지도,㈜외유내강,드라마,102,15세관람가,"1,843,357,430","233,340","8,343","1,092,421,530","136,261","5,272","1,429,877,660","164,483","5,294","2,501,054,290","281,850","4,722","2,413,409,300","271,458","4,553","898,900,620","110,578","4,730","1,383,095,300","169,843","3,337","2,515,227,570","286,247","3,436","765,035,800","121,355","2,693","863,276,850","97,734","3,005",92.0%,"57,866",8.61,"1,725","학교도 싫고 집도 싫고 공부는 더더욱 싫다며 '엄마'(염정아)에게 1일 1강스파이크를 버는 반항아 '택일'(박정민).절친 '상필'(정해인)이 빨리 돈을 벌고 싶다며 사회로 뛰어들 때, 무작정 집을 뛰쳐나간 '택일'은 우연히 찾은 장품반점에서 남다른 포스의 주방장 '거석이형'(마동석)을 만나게 된다.강렬한 첫 인사를 나누자마자 인생 최대 적수가 된 '거석이형'과 '택일'.세상 무서울 것 없던 '택일'은 장품반점에서 상상도 못한 이들을 만나 진짜 세상을 맛보게 되는데⋯인생 뭐 있어?일단 한번 살아보는 거야!"
1000073,그것만이 내 세상,(주)씨제이이엔엠,862,"27,441,213,382","3,417,629",2017,20180117,최성현,이병헌 | 윤여정 | 박정민 | 문숙 | 최리 | 실장,"(주)제이케이필름,씨제이이앤엠㈜","드라마,코메디",120,12세관람가,"964,523,300","126,797","3,491","856,045,100","112,992","3,455","1,089,467,942","129,275","3,471","2,185,637,448","259,762","3,490","2,183,094,200","258,836","3,423","770,551,400","100,645","3,455","787,874,300","103,234","3,485","711,562,900","92,672","3,020","756,427,000","98,162","3,115","992,149,124","117,046","3,349",97.0%,"61,240",9.17,"5,406","한때는 WBC 웰터급 동양 챔피언이었지만 지금은 오갈 데 없어진 한물간 전직 복서 '조하'(이병헌).우연히 17년 만에 헤어진 엄마 '인숙'(윤여정)과 재회하고, 숙식을 해결하기 위해 따라간 집에서 듣지도 보지도 못했던 뜻밖의 동생 '진태'(박정민)와 마주한다.난생처음 봤는데… 동생이라고?!라면 끓이기, 게임도 최고로 잘하지만 무엇보다 피아노에 천재적 재능을 지닌 서번트증후군 진태.조하는 입만 열면  네~  타령인 심상치 않은 동생을 보자 한숨부터 나온다.하지만 캐나다로 가기 위한 경비를 마련하기 전까지만 꾹 참기로 결심한 조하는 결코 만만치 않은 불편한 동거생활을 하기 시작하는데…살아온 곳도, 잘하는 일도, 좋아하는 것도 다른 두 형제가 만났다!"
1000074,귀향,(주)와우픽쳐스,876,"27,245,051,990","3,586,523",2015,20160224,조정래,강하나 | 최리 | 손숙 | 백수련 | 정무성,제이오엔터테인먼트,드라마,127,15세관람가,"962,008,400","158,174","2,138","982,667,700","134,742","2,224","1,339,968,655","173,714","2,467","2,455,873,351","312,202","3,222","2,515,327,800","320,062","3,293","1,749,558,698","240,473","3,481","3,466,680,000","446,819","3,938","801,281,600","110,506","3,573","702,926,000","96,453","3,444","930,341,000","117,486","3,612",96.0%,"48,477",,,"여기가 지옥이다 야”1943년, 천진난만한 열네 살 '정민'(강하나 분)은 영문도 모른 채 일본군 손에 이끌려 가족의 품을 떠난다.'정민'은 함께 끌려온 '영희'(서미지 분), 그리고 수많은 아이들과 함께 기차에 실려 알 수 없는 곳으로 향한다.제2차 세계대전, 차디찬 전장 한가운데 버려진 '정민'과 아이들...그곳에서 그들을 맞이한 것은 일본군만 가득한 끔찍한 고통과 아픔의 현장이었다.2월 24일, 잊혀지지 말아야 할 우리의 아픈 역사가 공개된다!"
1000075,마녀,워너브러더스 코리아(주),"1,117","27,242,029,463","3,189,091",2014,20140911,유영선,박주희 | 나수윤 | 이미소 | 신예진 | 안선영,흰수염고래 영화사,"공포,스릴러,드라마",93,19세관람가(청소년관람불가),"7,585,400","1,010",144,"8,098,000",998,156,"12,454,800","1,464",143,"9,668,200","1,146",127,"4,474,400",603,122,"4,656,500",609,118,"4,530,500",600,133,"725,000",95,23,"1,469,000",170,31,"1,760,000",206,30,,,8.58,"4,717","오늘 밤 8시까지 마감 못하면 손가락 하나 자를 수 있어? 평소와 다름 없던 사무실, 깐깐한 팀장 '이선'은 신입 사원 '세영'의 보고서를 보고 홧김에 손가락 하나를 건 내기를 한다. 당돌한 '세영'은 '이선'에게도 손가락을 걸라고 제안하고, 덜컥 내기를 수락한 '이선'은 오피스 내 떠도는 '세영'의 무서운 소문을 듣고 오싹함을 느낀다. 마침내 마감 시간이 다가오고, 제 때 일을 마친 '세영'은 한 손에 서류를, 다른 한 손에 가위를 든 채 '이선'과 마주한다.그 날 이후, '이선'은 괴기스러운 '세영'의 태도와 갑작스런 남자친구의 연락두절에 의구심을 품고 그녀의 정체를 쫓기 시작하는데… 사람들이 절 뭐라고 부르는지 아세요? 마녀래요."
1000076,마녀,워너브러더스 코리아(주),"1,117","27,242,029,463","3,189,091",2018,20180627,박훈정,김다미 | 조민수 | 박희순 | 최우식 | 최정우 | 실장,"㈜영화사 금월,페퍼민트앤컴퍼니","액션,미스터리",126,15세관람가,"738,666,200","121,990","3,793","770,347,800","94,414","3,980","1,226,299,921","136,113","4,213","2,743,779,931","301,612","4,828","2,703,207,100","296,821","4,880","1,018,969,200","124,470","4,686","943,439,600","115,689","4,692","598,075,800","73,312","2,374","597,387,200","73,342","2,530","872,389,203","98,836","2,762",58.0%,433,8.58,"4,717","10년 전 의문의 사고가 일어난 시설에서 홀로 탈출한 후 모든 기억을 잃은 ‘자윤’. 나이도, 이름도 모르는 자신을 거두고 키워준 노부부의 보살핌으로 씩씩하고 밝은 여고생으로 자라났다. 어려운 집안사정을 돕기 위해 상금이 걸린 오디션 프로그램에 출연한 자윤, 방송이 나간 직후부터 의문의 인물들이 그녀 앞에 나타난다.  자윤의 주변을 맴돌며 날카롭게 지켜보는 남자 ‘귀공자’, 그리고 과거 사고가 일어난 시점부터 사라진 아이를 찾던 ‘닥터 백’과 ‘미스터 최’까지 자신은 전혀 기억하지 못하는 그들의 등장으로, 자윤은 혼란에 휩싸이게 되는데...!그들이 나타난 후 모든 것이 바뀌었다."
